Abbreviation,Year,RoundNumber,Event,GridPosition,QualiDelta,Corners,TrackLength,TotalLaps,TrackTemp,AirTemp,Rainfall,SafetyCar,VirtualSafetyCar,RedFlag
ALO,2025,8,Monaco,6.0,0.97,19,2950.03,78.0,43.32,22.21,0.0,False,True,False
GAS,2025,8,Monaco,17.0,2.04,19,2950.03,78.0,43.32,22.21,0.0,False,True,False
PIA,2025,9,Spanish,1.0,0.0,14,4317.01,66.0,48.54,29.12,0.0,True,False,False
NOR,2025,9,Spanish,2.0,0.209,14,4317.01,66.0,48.54,29.12,0.0,True,False,False
LEC,2025,9,Spanish,7.0,0.585,14,4317.01,66.0,48.54,29.12,0.0,True,False,False
RUS,2025,9,Spanish,4.0,0.302,14,4317.01,66.0,48.54,29.12,0.0,True,False,False
HUL,2025,9,Spanish,15.0,1.644,14,4317.01,66.0,48.54,29.12,0.0,True,False,False
HAM,2025,9,Spanish,5.0,0.499,14,4317.01,66.0,48.54,29.12,0.0,True,False,False
HAD,2025,9,Spanish,9.0,0.706,14,4317.01,66.0,48.54,29.12,0.0,True,False,False
GAS,2025,9,Spanish,8.0,0.653,14,4317.01,66.0,48.54,29.12,0.0,True,False,False
ALO,2025,9,Spanish,10.0,0.738,14,4317.01,66.0,48.54,29.12,0.0,True,False,False
VER,2025,9,Spanish,3.0,0.302,14,4317.01,66.0,48.54,29.12,0.0,True,False,False
LAW,2025,9,Spanish,13.0,1.217,14,4317.01,66.0,48.54,29.12,0.0,True,False,False
BOR,2025,9,Spanish,12.0,1.21,14,4317.01,66.0,48.54,29.12,0.0,True,False,False
TSU,2025,9,Spanish,19.0,1.839,14,4317.01,66.0,48.54,29.12,0.0,True,False,False
SAI,2025,9,Spanish,17.0,1.657,14,4317.01,66.0,48.54,29.12,0.0,True,False,False
COL,2025,9,Spanish,18.0,1.788,14,4317.01,66.0,48.54,29.12,0.0,True,False,False
OCO,2025,9,Spanish,16.0,1.655,14,4317.01,66.0,48.54,29.12,0.0,True,False,False
BEA,2025,9,Spanish,14.0,1.769,14,4317.01,66.0,48.54,29.12,0.0,True,False,False
ANT,2025,9,Spanish,6.0,0.565,14,4317.01,66.0,48.54,29.12,0.0,True,False,False
ALB,2025,9,Spanish,11.0,1.095,14,4317.01,66.0,48.54,29.12,0.0,True,False,False
RUS,2025,10,Canadian,1.0,0.0,14,3849.05,70.0,49.25,24.04,0.01,True,False,False
VER,2025,10,Canadian,2.0,0.16,14,3849.05,70.0,49.25,24.04,0.01,True,False,False
ANT,2025,10,Canadian,4.0,0.492,14,3849.05,70.0,49.25,24.04,0.01,True,False,False
PIA,2025,10,Canadian,3.0,0.221,14,3849.05,70.0,49.25,24.04,0.01,True,False,False
LEC,2025,10,Canadian,8.0,0.783,14,3849.05,70.0,49.25,24.04,0.01,True,False,False
HAM,2025,10,Canadian,5.0,0.627,14,3849.05,70.0,49.25,24.04,0.01,True,False,False
ALO,2025,10,Canadian,6.0,0.687,14,3849.05,70.0,49.25,24.04,0.01,True,False,False
HUL,2025,10,Canadian,11.0,1.284,14,3849.05,70.0,49.25,24.04,0.01,True,False,False
OCO,2025,10,Canadian,14.0,1.735,14,3849.05,70.0,49.25,24.04,0.01,True,False,False
SAI,2025,10,Canadian,16.0,1.499,14,3849.05,70.0,49.25,24.04,0.01,True,False,False
BEA,2025,10,Canadian,13.0,1.441,14,3849.05,70.0,49.25,24.04,0.01,True,False,False
TSU,2025,10,Canadian,18.0,1.203,14,3849.05,70.0,49.25,24.04,0.01,True,False,False
COL,2025,10,Canadian,10.0,1.243,14,3849.05,70.0,49.25,24.04,0.01,True,False,False
BOR,2025,10,Canadian,15.0,1.486,14,3849.05,70.0,49.25,24.04,0.01,True,False,False
GAS,2025,10,Canadian,20.0,1.768,14,3849.05,70.0,49.25,24.04,0.01,True,False,False
HAD,2025,10,Canadian,12.0,0.968,14,3849.05,70.0,49.25,24.04,0.01,True,False,False
STR,2025,10,Canadian,17.0,1.618,14,3849.05,70.0,49.25,24.04,0.01,True,False,False
NOR,2025,10,Canadian,7.0,0.726,14,3849.05,70.0,49.25,24.04,0.01,True,False,False
LAW,2025,10,Canadian,19.0,1.626,14,3849.05,70.0,49.25,24.04,0.01,True,False,False
ALB,2025,10,Canadian,9.0,1.008,14,3849.05,70.0,49.25,24.04,0.01,True,False,False
NOR,2025,11,Austrian,1.0,0.0,10,3942.53,70.0,49.17,30.35,0.0,True,False,False
PIA,2025,11,Austrian,3.0,0.583,10,3942.53,70.0,49.17,30.35,0.0,True,False,False
LEC,2025,11,Austrian,2.0,0.521,10,3942.53,70.0,49.17,30.35,0.0,True,False,False
HAM,2025,11,Austrian,4.0,0.611,10,3942.53,70.0,49.17,30.35,0.0,True,False,False
RUS,2025,11,Austrian,5.0,0.792,10,3942.53,70.0,49.17,30.35,0.0,True,False,False
LAW,2025,11,Austrian,6.0,0.955,10,3942.53,70.0,49.17,30.35,0.0,True,False,False
ALO,2025,11,Austrian,11.0,1.157,10,3942.53,70.0,49.17,30.35,0.0,True,False,False
BOR,2025,11,Austrian,8.0,1.161,10,3942.53,70.0,49.17,30.35,0.0,True,False,False
HUL,2025,11,Austrian,20.0,1.635,10,3942.53,70.0,49.17,30.35,0.0,True,False,False
OCO,2025,11,Austrian,17.0,1.393,10,3942.53,70.0,49.17,30.35,0.0,True,False,False
BEA,2025,11,Austrian,15.0,1.341,10,3942.53,70.0,49.17,30.35,0.0,True,False,False
HAD,2025,11,Austrian,13.0,1.255,10,3942.53,70.0,49.17,30.35,0.0,True,False,False
GAS,2025,11,Austrian,10.0,1.678,10,3942.53,70.0,49.17,30.35,0.0,True,False,False
STR,2025,11,Austrian,16.0,1.358,10,3942.53,70.0,49.17,30.35,0.0,True,False,False
COL,2025,11,Austrian,14.0,1.317,10,3942.53,70.0,49.17,30.35,0.0,True,False,False
TSU,2025,11,Austrian,18.0,1.398,10,3942.53,70.0,49.17,30.35,0.0,True,False,False
ALB,2025,11,Austrian,12.0,1.234,10,3942.53,70.0,49.17,30.35,0.0,True,False,False
VER,2025,11,Austrian,7.0,0.958,10,3942.53,70.0,49.17,30.35,0.0,True,False,False
ANT,2025,11,Austrian,9.0,1.305,10,3942.53,70.0,49.17,30.35,0.0,True,False,False
SAI,2025,11,Austrian,19.0,1.611,10,3942.53,70.0,49.17,30.35,0.0,True,False,False
NOR,2025,12,British,3.0,0.118,18,5676.15,52.0,23.58,17.92,0.18,True,True,False
PIA,2025,12,British,2.0,0.103,18,5676.15,52.0,23.58,17.92,0.18,True,True,False
HUL,2025,12,British,19.0,1.682,18,5676.15,52.0,23.58,17.92,0.18,True,True,False
HAM,2025,12,British,5.0,0.203,18,5676.15,52.0,23.58,17.92,0.18,True,True,False
VER,2025,12,British,1.0,0.0,18,5676.15,52.0,23.58,17.92,0.18,True,True,False
GAS,2025,12,British,8.0,0.893,18,5676.15,52.0,23.58,17.92,0.18,True,True,False
STR,2025,12,British,17.0,1.612,18,5676.15,52.0,23.58,17.92,0.18,True,True,False
ALB,2025,12,British,13.0,0.997,18,5676.15,52.0,23.58,17.92,0.18,True,True,False
ALO,2025,12,British,7.0,0.729,18,5676.15,52.0,23.58,17.92,0.18,True,True,False
RUS,2025,12,British,4.0,0.137,18,5676.15,52.0,23.58,17.92,0.18,True,True,False
BEA,2025,12,British,18.0,0.579,18,5676.15,52.0,23.58,17.92,0.18,True,True,False
SAI,2025,12,British,9.0,0.854,18,5676.15,52.0,23.58,17.92,0.18,True,True,False
OCO,2025,12,British,14.0,1.058,18,5676.15,52.0,23.58,17.92,0.18,True,True,False
LEC,2025,12,British,6.0,0.229,18,5676.15,52.0,23.58,17.92,0.18,True,True,False
TSU,2025,12,British,11.0,0.934,18,5676.15,52.0,23.58,17.92,0.18,True,True,False
ANT,2025,12,British,10.0,0.482,18,5676.15,52.0,23.58,17.92,0.18,True,True,False
HAD,2025,12,British,12.0,0.972,18,5676.15,52.0,23.58,17.92,0.18,True,True,False
BOR,2025,12,British,16.0,1.554,18,5676.15,52.0,23.58,17.92,0.18,True,True,False
LAW,2025,12,British,15.0,1.548,18,5676.15,52.0,23.58,17.92,0.18,True,True,False
COL,2025,12,British,20.0,2.168,18,5676.15,52.0,23.58,17.92,0.18,True,True,False
PIA,2025,13,Belgian,2.0,0.085,19,6736.97,44.0,24.09,17.03,0.46,True,False,True
NOR,2025,13,Belgian,1.0,0.0,19,6736.97,44.0,24.09,17.03,0.46,True,False,True
LEC,2025,13,Belgian,3.0,0.338,19,6736.97,44.0,24.09,17.03,0.46,True,False,True
VER,2025,13,Belgian,4.0,0.341,19,6736.97,44.0,24.09,17.03,0.46,True,False,True
RUS,2025,13,Belgian,6.0,0.698,19,6736.97,44.0,24.09,17.03,0.46,True,False,True
ALB,2025,13,Belgian,5.0,0.639,19,6736.97,44.0,24.09,17.03,0.46,True,False,True
HAM,2025,13,Belgian,18.0,1.377,19,6736.97,44.0,24.09,17.03,0.46,True,False,True
LAW,2025,13,Belgian,9.0,0.766,19,6736.97,44.0,24.09,17.03,0.46,True,False,True
BOR,2025,13,Belgian,10.0,1.825,19,6736.97,44.0,24.09,17.03,0.46,True,False,True
GAS,2025,13,Belgian,13.0,1.071,19,6736.97,44.0,24.09,17.03,0.46,True,False,True
BEA,2025,13,Belgian,12.0,1.055,19,6736.97,44.0,24.09,17.03,0.46,True,False,True
HUL,2025,13,Belgian,14.0,1.145,19,6736.97,44.0,24.09,17.03,0.46,True,False,True
TSU,2025,13,Belgian,7.0,0.722,19,6736.97,44.0,24.09,17.03,0.46,True,False,True
STR,2025,13,Belgian,16.0,1.94,19,6736.97,44.0,24.09,17.03,0.46,True,False,True
OCO,2025,13,Belgian,11.0,0.963,19,6736.97,44.0,24.09,17.03,0.46,True,False,True
ANT,2025,13,Belgian,19.0,1.577,19,6736.97,44.0,24.09,17.03,0.46,True,False,True
ALO,2025,13,Belgian,20.0,1.823,19,6736.97,44.0,24.09,17.03,0.46,True,False,True
SAI,2025,13,Belgian,17.0,1.196,19,6736.97,44.0,24.09,17.03,0.46,True,False,True
COL,2025,13,Belgian,15.0,1.46,19,6736.97,44.0,24.09,17.03,0.46,True,False,True
HAD,2025,13,Belgian,8.0,0.748,19,6736.97,44.0,24.09,17.03,0.46,True,False,True
NOR,2025,14,Hungarian,3.0,0.041,16,4066.56,70.0,32.73,22.08,0.0,False,False,False
PIA,2025,14,Hungarian,2.0,0.026,16,4066.56,70.0,32.73,22.08,0.0,False,False,False
RUS,2025,14,Hungarian,4.0,0.053,16,4066.56,70.0,32.73,22.08,0.0,False,False,False
LEC,2025,14,Hungarian,1.0,0.0,16,4066.56,70.0,32.73,22.08,0.0,False,False,False
ALO,2025,14,Hungarian,5.0,0.109,16,4066.56,70.0,32.73,22.08,0.0,False,False,False
BOR,2025,14,Hungarian,7.0,0.353,16,4066.56,70.0,32.73,22.08,0.0,False,False,False
STR,2025,14,Hungarian,6.0,0.126,16,4066.56,70.0,32.73,22.08,0.0,False,False,False
LAW,2025,14,Hungarian,9.0,0.449,16,4066.56,70.0,32.73,22.08,0.0,False,False,False
VER,2025,14,Hungarian,8.0,0.356,16,4066.56,70.0,32.73,22.08,0.0,False,False,False
ANT,2025,14,Hungarian,15.0,1.014,16,4066.56,70.0,32.73,22.08,0.0,False,False,False
HAD,2025,14,Hungarian,10.0,0.543,16,4066.56,70.0,32.73,22.08,0.0,False,False,False
HAM,2025,14,Hungarian,12.0,0.33,16,4066.56,70.0,32.73,22.08,0.0,False,False,False
HUL,2025,14,Hungarian,18.0,0.709,16,4066.56,70.0,32.73,22.08,0.0,False,False,False
SAI,2025,14,Hungarian,13.0,0.409,16,4066.56,70.0,32.73,22.08,0.0,False,False,False
ALB,2025,14,Hungarian,19.0,0.851,16,4066.56,70.0,32.73,22.08,0.0,False,False,False
OCO,2025,14,Hungarian,17.0,0.651,16,4066.56,70.0,32.73,22.08,0.0,False,False,False
TSU,2025,14,Hungarian,20.0,0.527,16,4066.56,70.0,32.73,22.08,0.0,False,False,False
COL,2025,14,Hungarian,14.0,0.787,16,4066.56,70.0,32.73,22.08,0.0,False,False,False
GAS,2025,14,Hungarian,16.0,0.594,16,4066.56,70.0,32.73,22.08,0.0,False,False,False
BEA,2025,14,Hungarian,11.0,0.322,16,4066.56,70.0,32.73,22.08,0.0,False,False,False
PIA,2025,15,Dutch,1.0,0.0,14,3747.58,72.0,27.96,20.08,0.0,True,True,False
VER,2025,15,Dutch,3.0,0.263,14,3747.58,72.0,27.96,20.08,0.0,True,True,False
HAD,2025,15,Dutch,4.0,0.546,14,3747.58,72.0,27.96,20.08,0.0,True,True,False
RUS,2025,15,Dutch,5.0,0.593,14,3747.58,72.0,27.96,20.08,0.0,True,True,False
ALB,2025,15,Dutch,15.0,0.99,14,3747.58,72.0,27.96,20.08,0.0,True,True,False
BEA,2025,15,Dutch,20.0,1.6,14,3747.58,72.0,27.96,20.08,0.0,True,True,False
STR,2025,15,Dutch,19.0,1.92,14,3747.58,72.0,27.96,20.08,0.0,True,True,False
ALO,2025,15,Dutch,10.0,0.968,14,3747.58,72.0,27.96,20.08,0.0,True,True,False
TSU,2025,15,Dutch,12.0,0.96,14,3747.58,72.0,27.96,20.08,0.0,True,True,False
OCO,2025,15,Dutch,18.0,1.535,14,3747.58,72.0,27.96,20.08,0.0,True,True,False
COL,2025,15,Dutch,16.0,1.442,14,3747.58,72.0,27.96,20.08,0.0,True,True,False
LAW,2025,15,Dutch,8.0,0.838,14,3747.58,72.0,27.96,20.08,0.0,True,True,False
SAI,2025,15,Dutch,9.0,0.843,14,3747.58,72.0,27.96,20.08,0.0,True,True,False
HUL,2025,15,Dutch,17.0,1.533,14,3747.58,72.0,27.96,20.08,0.0,True,True,False
BOR,2025,15,Dutch,13.0,0.96,14,3747.58,72.0,27.96,20.08,0.0,True,True,False
ANT,2025,15,Dutch,11.0,0.831,14,3747.58,72.0,27.96,20.08,0.0,True,True,False
GAS,2025,15,Dutch,14.0,0.975,14,3747.58,72.0,27.96,20.08,0.0,True,True,False
NOR,2025,15,Dutch,2.0,0.012,14,3747.58,72.0,27.96,20.08,0.0,True,True,False
LEC,2025,15,Dutch,6.0,0.678,14,3747.58,72.0,27.96,20.08,0.0,True,True,False
HAM,2025,15,Dutch,7.0,0.728,14,3747.58,72.0,27.96,20.08,0.0,True,True,False
VER,2025,16,Italian,1.0,0.0,11,5185.06,53.0,43.29,26.76,0.0,False,False,False
NOR,2025,16,Italian,2.0,0.077,11,5185.06,53.0,43.29,26.76,0.0,False,False,False
PIA,2025,16,Italian,3.0,0.19,11,5185.06,53.0,43.29,26.76,0.0,False,False,False
LEC,2025,16,Italian,4.0,0.215,11,5185.06,53.0,43.29,26.76,0.0,False,False,False
RUS,2025,16,Italian,5.0,0.365,11,5185.06,53.0,43.29,26.76,0.0,False,False,False
HAM,2025,16,Italian,10.0,0.332,11,5185.06,53.0,43.29,26.76,0.0,False,False,False
ALB,2025,16,Italian,14.0,0.791,11,5185.06,53.0,43.29,26.76,0.0,False,False,False
BOR,2025,16,Italian,7.0,0.598,11,5185.06,53.0,43.29,26.76,0.0,False,False,False
ANT,2025,16,Italian,6.0,0.408,11,5185.06,53.0,43.29,26.76,0.0,False,False,False
HAD,2025,16,Italian,19.0,1.125,11,5185.06,53.0,43.29,26.76,0.0,False,False,False
SAI,2025,16,Italian,13.0,0.736,11,5185.06,53.0,43.29,26.76,0.0,False,False,False
BEA,2025,16,Italian,11.0,0.654,11,5185.06,53.0,43.29,26.76,0.0,False,False,False
TSU,2025,16,Italian,9.0,0.727,11,5185.06,53.0,43.29,26.76,0.0,False,False,False
LAW,2025,16,Italian,18.0,1.487,11,5185.06,53.0,43.29,26.76,0.0,False,False,False
OCO,2025,16,Italian,15.0,0.915,11,5185.06,53.0,43.29,26.76,0.0,False,False,False
GAS,2025,16,Italian,20.0,1.311,11,5185.06,53.0,43.29,26.76,0.0,False,False,False
COL,2025,16,Italian,17.0,1.2,11,5185.06,53.0,43.29,26.76,0.0,False,False,False
STR,2025,16,Italian,16.0,1.156,11,5185.06,53.0,43.29,26.76,0.0,False,False,False
ALO,2025,16,Italian,8.0,0.632,11,5185.06,53.0,43.29,26.76,0.0,False,False,False
HUL,2025,16,Italian,12.0,0.706,11,5185.06,53.0,43.29,26.76,0.0,False,False,False
VER,2025,17,Azerbaijan,1.0,0.0,20,4950.24,51.0,26.11,20.55,0.0,True,False,False
RUS,2025,17,Azerbaijan,5.0,0.953,20,4950.24,51.0,26.11,20.55,0.0,True,False,False
SAI,2025,17,Azerbaijan,2.0,0.478,20,4950.24,51.0,26.11,20.55,0.0,True,False,False
ANT,2025,17,Azerbaijan,4.0,0.6,20,4950.24,51.0,26.11,20.55,0.0,True,False,False
LAW,2025,17,Azerbaijan,3.0,0.59,20,4950.24,51.0,26.11,20.55,0.0,True,False,False
TSU,2025,17,Azerbaijan,6.0,1.026,20,4950.24,51.0,26.11,20.55,0.0,True,False,False
NOR,2025,17,Azerbaijan,7.0,1.122,20,4950.24,51.0,26.11,20.55,0.0,True,False,False
HAM,2025,17,Azerbaijan,12.0,1.066,20,4950.24,51.0,26.11,20.55,0.0,True,False,False
LEC,2025,17,Azerbaijan,10.0,0.402,20,4950.24,51.0,26.11,20.55,0.0,True,False,False
HAD,2025,17,Azerbaijan,8.0,1.255,20,4950.24,51.0,26.11,20.55,0.0,True,False,False
BOR,2025,17,Azerbaijan,13.0,1.16,20,4950.24,51.0,26.11,20.55,0.0,True,False,False
BEA,2025,17,Azerbaijan,15.0,1.549,20,4950.24,51.0,26.11,20.55,0.0,True,False,False
ALB,2025,17,Azerbaijan,19.0,2.661,20,4950.24,51.0,26.11,20.55,0.0,True,False,False
OCO,2025,17,Azerbaijan,20.0,3.193,20,4950.24,51.0,26.11,20.55,0.0,True,False,False
ALO,2025,17,Azerbaijan,11.0,0.74,20,4950.24,51.0,26.11,20.55,0.0,True,False,False
HUL,2025,17,Azerbaijan,17.0,1.799,20,4950.24,51.0,26.11,20.55,0.0,True,False,False
STR,2025,17,Azerbaijan,14.0,1.944,20,4950.24,51.0,26.11,20.55,0.0,True,False,False
GAS,2025,17,Azerbaijan,18.0,2.022,20,4950.24,51.0,26.11,20.55,0.0,True,False,False
COL,2025,17,Azerbaijan,16.0,1.662,20,4950.24,51.0,26.11,20.55,0.0,True,False,False
PIA,2025,17,Azerbaijan,9.0,0.297,20,4950.24,51.0,26.11,20.55,0.0,True,False,False
RUS,2025,18,Singapore,1.0,0.0,19,4751.96,62.0,33.85,29.07,0.04,False,False,False
VER,2025,18,Singapore,2.0,0.182,19,4751.96,62.0,33.85,29.07,0.04,False,False,False
NOR,2025,18,Singapore,5.0,0.428,19,4751.96,62.0,33.85,29.07,0.04,False,False,False
PIA,2025,18,Singapore,3.0,0.366,19,4751.96,62.0,33.85,29.07,0.04,False,False,False
ANT,2025,18,Singapore,4.0,0.379,19,4751.96,62.0,33.85,29.07,0.04,False,False,False
LEC,2025,18,Singapore,7.0,0.626,19,4751.96,62.0,33.85,29.07,0.04,False,False,False
ALO,2025,18,Singapore,10.0,0.797,19,4751.96,62.0,33.85,29.07,0.04,False,False,False
HAM,2025,18,Singapore,6.0,0.53,19,4751.96,62.0,33.85,29.07,0.04,False,False,False
BEA,2025,18,Singapore,9.0,0.71,19,4751.96,62.0,33.85,29.07,0.04,False,False,False
SAI,2025,18,Singapore,18.0,2.524,19,4751.96,62.0,33.85,29.07,0.04,False,False,False
HAD,2025,18,Singapore,8.0,0.688,19,4751.96,62.0,33.85,29.07,0.04,False,False,False
TSU,2025,18,Singapore,13.0,1.195,19,4751.96,62.0,33.85,29.07,0.04,False,False,False
STR,2025,18,Singapore,15.0,1.791,19,4751.96,62.0,33.85,29.07,0.04,False,False,False
ALB,2025,18,Singapore,20.0,2.524,19,4751.96,62.0,33.85,29.07,0.04,False,False,False
LAW,2025,18,Singapore,12.0,1.162,19,4751.96,62.0,33.85,29.07,0.04,False,False,False
COL,2025,18,Singapore,16.0,1.824,19,4751.96,62.0,33.85,29.07,0.04,False,False,False
BOR,2025,18,Singapore,14.0,1.662,19,4751.96,62.0,33.85,29.07,0.04,False,False,False
OCO,2025,18,Singapore,17.0,1.831,19,4751.96,62.0,33.85,29.07,0.04,False,False,False
GAS,2025,18,Singapore,19.0,2.103,19,4751.96,62.0,33.85,29.07,0.04,False,False,False
HUL,2025,18,Singapore,11.0,0.983,19,4751.96,62.0,33.85,29.07,0.04,False,False,False
VER,2025,19,United States,1.0,0.0,20,5291.67,56.0,45.04,28.27,0.0,False,True,False
NOR,2025,19,United States,2.0,0.291,20,5291.67,56.0,45.04,28.27,0.0,False,True,False
LEC,2025,19,United States,3.0,0.297,20,5291.67,56.0,45.04,28.27,0.0,False,True,False
HAM,2025,19,United States,5.0,0.402,20,5291.67,56.0,45.04,28.27,0.0,False,True,False
PIA,2025,19,United States,6.0,0.574,20,5291.67,56.0,45.04,28.27,0.0,False,True,False
RUS,2025,19,United States,4.0,0.316,20,5291.67,56.0,45.04,28.27,0.0,False,True,False
TSU,2025,19,United States,13.0,0.956,20,5291.67,56.0,45.04,28.27,0.0,False,True,False
HUL,2025,19,United States,11.0,0.824,20,5291.67,56.0,45.04,28.27,0.0,False,True,False
BEA,2025,19,United States,8.0,0.629,20,5291.67,56.0,45.04,28.27,0.0,False,True,False
ALO,2025,19,United States,10.0,0.65,20,5291.67,56.0,45.04,28.27,0.0,False,True,False
LAW,2025,19,United States,12.0,0.85,20,5291.67,56.0,45.04,28.27,0.0,False,True,False
STR,2025,19,United States,19.0,2.03,20,5291.67,56.0,45.04,28.27,0.0,False,True,False
ANT,2025,19,United States,7.0,0.604,20,5291.67,56.0,45.04,28.27,0.0,False,True,False
ALB,2025,19,United States,18.0,2.18,20,5291.67,56.0,45.04,28.27,0.0,False,True,False
OCO,2025,19,United States,17.0,1.626,20,5291.67,56.0,45.04,28.27,0.0,False,True,False
HAD,2025,19,United States,20.0,2.616,20,5291.67,56.0,45.04,28.27,0.0,False,True,False
COL,2025,19,United States,15.0,1.534,20,5291.67,56.0,45.04,28.27,0.0,False,True,False
BOR,2025,19,United States,16.0,1.615,20,5291.67,56.0,45.04,28.27,0.0,False,True,False
GAS,2025,19,United States,14.0,1.141,20,5291.67,56.0,45.04,28.27,0.0,False,True,False
SAI,2025,19,United States,9.0,0.64,20,5291.67,56.0,45.04,28.27,0.0,False,True,False
NOR,2025,20,Mexico City,1.0,0.0,17,4045.59,71.0,50.59,26.41,0.0,False,True,False
LEC,2025,20,Mexico City,2.0,0.262,17,4045.59,71.0,50.59,26.41,0.0,False,True,False
VER,2025,20,Mexico City,5.0,0.484,17,4045.59,71.0,50.59,26.41,0.0,False,True,False
BEA,2025,20,Mexico City,9.0,0.874,17,4045.59,71.0,50.59,26.41,0.0,False,True,False
PIA,2025,20,Mexico City,7.0,0.588,17,4045.59,71.0,50.59,26.41,0.0,False,True,False
ANT,2025,20,Mexico City,6.0,0.532,17,4045.59,71.0,50.59,26.41,0.0,False,True,False
RUS,2025,20,Mexico City,4.0,0.448,17,4045.59,71.0,50.59,26.41,0.0,False,True,False
HAM,2025,20,Mexico City,3.0,0.352,17,4045.59,71.0,50.59,26.41,0.0,False,True,False
OCO,2025,20,Mexico City,11.0,1.251,17,4045.59,71.0,50.59,26.41,0.0,False,True,False
BOR,2025,20,Mexico City,16.0,1.826,17,4045.59,71.0,50.59,26.41,0.0,False,True,False
TSU,2025,20,Mexico City,10.0,1.23,17,4045.59,71.0,50.59,26.41,0.0,False,True,False
ALB,2025,20,Mexico City,17.0,1.904,17,4045.59,71.0,50.59,26.41,0.0,False,True,False
HAD,2025,20,Mexico City,8.0,0.666,17,4045.59,71.0,50.59,26.41,0.0,False,True,False
STR,2025,20,Mexico City,19.0,2.02,17,4045.59,71.0,50.59,26.41,0.0,False,True,False
GAS,2025,20,Mexico City,18.0,1.96,17,4045.59,71.0,50.59,26.41,0.0,False,True,False
COL,2025,20,Mexico City,20.0,2.084,17,4045.59,71.0,50.59,26.41,0.0,False,True,False
SAI,2025,20,Mexico City,12.0,0.586,17,4045.59,71.0,50.59,26.41,0.0,False,True,False
ALO,2025,20,Mexico City,14.0,1.517,17,4045.59,71.0,50.59,26.41,0.0,False,True,False
HUL,2025,20,Mexico City,13.0,1.43,17,4045.59,71.0,50.59,26.41,0.0,False,True,False
LAW,2025,20,Mexico City,15.0,2.486,17,4045.59,71.0,50.59,26.41,0.0,False,True,False
NOR,2025,21,São Paulo,1.0,0.0,15,3997.71,71.0,30.69,17.35,0.0,True,True,False
ANT,2025,21,São Paulo,2.0,0.174,15,3997.71,71.0,30.69,17.35,0.0,True,True,False
VER,2025,21,São Paulo,19.0,0.892,15,3997.71,71.0,30.69,17.35,0.0,True,True,False
RUS,2025,21,São Paulo,6.0,0.431,15,3997.71,71.0,30.69,17.35,0.0,True,True,False
PIA,2025,21,São Paulo,4.0,0.375,15,3997.71,71.0,30.69,17.35,0.0,True,True,False
BEA,2025,21,São Paulo,8.0,0.466,15,3997.71,71.0,30.69,17.35,0.0,True,True,False
LAW,2025,21,São Paulo,7.0,0.451,15,3997.71,71.0,30.69,17.35,0.0,True,True,False
HAD,2025,21,São Paulo,5.0,0.42,15,3997.71,71.0,30.69,17.35,0.0,True,True,False
HUL,2025,21,São Paulo,10.0,0.528,15,3997.71,71.0,30.69,17.35,0.0,True,True,False
GAS,2025,21,São Paulo,9.0,0.491,15,3997.71,71.0,30.69,17.35,0.0,True,True,False
ALB,2025,21,São Paulo,12.0,0.542,15,3997.71,71.0,30.69,17.35,0.0,True,True,False
OCO,2025,21,São Paulo,20.0,0.927,15,3997.71,71.0,30.69,17.35,0.0,True,True,False
SAI,2025,21,São Paulo,15.0,0.961,15,3997.71,71.0,30.69,17.35,0.0,True,True,False
ALO,2025,21,São Paulo,11.0,0.49,15,3997.71,71.0,30.69,17.35,0.0,True,True,False
COL,2025,21,São Paulo,16.0,1.121,15,3997.71,71.0,30.69,17.35,0.0,True,True,False
STR,2025,21,São Paulo,14.0,0.65,15,3997.71,71.0,30.69,17.35,0.0,True,True,False
TSU,2025,21,São Paulo,17.0,1.2,15,3997.71,71.0,30.69,17.35,0.0,True,True,False
HAM,2025,21,São Paulo,13.0,0.589,15,3997.71,71.0,30.69,17.35,0.0,True,True,False
LEC,2025,21,São Paulo,3.0,0.294,15,3997.71,71.0,30.69,17.35,0.0,True,True,False
BOR,2025,21,São Paulo,18.0,1.44,15,3997.71,71.0,30.69,17.35,0.0,True,True,False
VER,2025,22,Las Vegas,2.0,0.323,17,5981.34,50.0,19.53,16.73,0.0,False,True,False
RUS,2025,22,Las Vegas,4.0,0.869,17,5981.34,50.0,19.53,16.73,0.0,False,True,False
ANT,2025,22,Las Vegas,17.0,8.38,17,5981.34,50.0,19.53,16.73,0.0,False,True,False
LEC,2025,22,Las Vegas,9.0,1.938,17,5981.34,50.0,19.53,16.73,0.0,False,True,False
SAI,2025,22,Las Vegas,3.0,0.362,17,5981.34,50.0,19.53,16.73,0.0,False,True,False
HAD,2025,22,Las Vegas,8.0,1.62,17,5981.34,50.0,19.53,16.73,0.0,False,True,False
HUL,2025,22,Las Vegas,11.0,4.847,17,5981.34,50.0,19.53,16.73,0.0,False,True,False
HAM,2025,22,Las Vegas,19.0,9.181,17,5981.34,50.0,19.53,16.73,0.0,False,True,False
OCO,2025,22,Las Vegas,13.0,5.053,17,5981.34,50.0,19.53,16.73,0.0,False,True,False
BEA,2025,22,Las Vegas,14.0,5.16,17,5981.34,50.0,19.53,16.73,0.0,False,True,False
ALO,2025,22,Las Vegas,7.0,1.532,17,5981.34,50.0,19.53,16.73,0.0,False,True,False
